,last_scraped,name,description,neighborhood_overview,picture_url,host_name,host_since,host_about,host_response_time,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,bathrooms_text,amenities,calendar_updated,has_availability,calendar_last_scraped,last_review,license,instant_bookable,id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
508,17/09/2024,Casa Annamaria Luxury Home Naples,"super panoramic apartment overlooking the sea, accommodates up to 4 people with two bedrooms, one double and one twin with bunk beds.<br />Air conditioning, heating, security, unlimited wi-fi internet, smart tv in the living room and TV-led in double r.","The apartment is located in the beautiful setting of the Posillipo hill near the sea and opposite the famous island of Capri and the majestic Mount Vesuvius.<br />In the area you can enjoy views and panoramas which give you dilettatere your photographic art, or enjoy activities such as kayaking and scuba diving in the areas of interest of the underwater natural park of Gaiola.<br />Located close to major transport and places of interest it is in a strategic area to fully enjoy the beauties of the capital (URL HIDDEN) train station is located within one km from the apartment and in a few steps you reach the seafront which ends in the square Plebiscito where he began the so-called ""old Town"" where you can visit the churches and the famous streets of downtown Naples.",https://a0.muscache.com/pictures/16f23fd8-e104-449a-8491-ace46eb5fbde.jpg,Amalfi Coast With Locals,05/02/2016,"Sono uno che fa 100 lavori, mi piace la natura e soprattutto l'amicizia, ma soprattutto, mi piace far conoscere la mia terra e mi piace che le persone se ne vadano via da qui con qualcosa nel cuore.",within an hour,t,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in serviced apartment,Hotel room,1 private bath,"[""Smoke alarm"", ""Hot water"", ""Kitchen"", ""Essentials"", ""Coffee maker"", ""Self check-in"", ""Cooking basics"", ""Dedicated workspace"", ""Iron"", ""Extra pillows and blankets"", ""AC - split type ductless system"", ""Cleaning products"", ""Freezer"", ""Waterfront"", ""Carbon monoxide alarm"", ""Bidet"", ""Body soap"", ""Heating"", ""Fire extinguisher"", ""Room-darkening shades"", ""Dishes and silverware"", ""Free street parking"", ""HDTV with Chromecast"", ""Microwave"", ""Hair dryer"", ""Dishwasher"", ""Wine glasses"", ""Baking sheet"", ""Shampoo"", ""Hangers"", ""Private patio or balcony"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Ethernet connection"", ""Long term stays allowed"", ""Outlet covers"", ""Lockbox"", ""Dining table"", ""Shower gel"", ""Paid parking off premises"", ""First aid kit"", ""Oven"", ""Single level home"", ""Free washer \u2013 In unit"", ""Crib"", ""Coffee""]",Sin especificar,t,17/09/2024,04/12/2021,Sin especificar,t,11073376.0,1.0,1.0,9.0,9.0,3.0,1.0,2.0,2.0,93.3,2.0,30.0,7,37,80,50.0,0.0,0.0,4.8,4.88,4.98,4.8,4.88,4.84,4.82,0.49
604,17/09/2024,Piazza Bovio 22,"The house is close to art and culture , restaurants and beautiful panoramic views . You will like my accommodation for these reasons : the neighborhood , the light, the comfort of the bed , outdoor spaces and the atmosphere . My accommodation is suitable for couples , lone adventurers and business travelers .",Sin especificar,https://a0.muscache.com/pictures/c6f350bc-27be-4823-af82-0447d9678731.jpg,Fabrizio,14/06/2016,"Sono Di Napoli , zona Vomero, mi piace conoscere gente proveniente da tutte le parti del mondo , sono un amante della fotografia e mi piace suonare la batteria. ",within an hour,t,"['email', 'phone']",t,t,Sin especificar,Room in boutique hotel,Hotel room,1 private bath,"[""Smoke alarm"", ""Hot water"", ""TV"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Host greets you"", ""Heating"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Elevator"", ""Hangers"", ""Wifi"", ""Refrigerator"", ""Air conditioning"", ""Hair dryer""]",Sin especificar,t,17/09/2024,17/08/2024,15063049EXT0938,t,13525081.0,1.0,0.97,4.0,5.0,2.0,1.0,2.0,1.0,112.0,2.0,25.0,3,15,275,14.4,12.0,0.0,4.81,4.91,4.99,4.82,4.86,4.93,4.85,1.4
628,17/09/2024,"Affittacamere Funikuli Funikula   ""Anema e Core""","The room ""Anema and Core"" is spacious and bright, equipped with all the comforts. You will have a private bathroom with shower, air conditioning, free wifi, hairdryer, kettle with herbal teas, mini fridge, LED TV, towels. Everything is completely new.","We are located on Corso Umberto Primo, one of the most important streets in Naples that connect the historic center to the central station district, reachable from the station in 5 minutes on foot but at the same time proceeding in the opposite direction to the station in ten minutes you reach the center of the decumani, in the middle of the historic center.<br />We would like to point out the proximity to the famous pizzeria ""da michele"" one of the most famous pizzerias in the world and also the proximity to the circumvesuviana station with which you can reach sites of tourist-naturalistic interest (Pompeii-sorrento-coast of Amalfi), and finally the convenience of finding everything really close to our structure.",https://a0.muscache.com/pictures/fbebc431-d56c-434d-b44e-c925f209ab7a.jpg,Marianna,11/04/2016,"FunikulÃ¬ FunikulÃ  is a modern B&B in a vintage structure. It is located in a central place, near the central station, the centre of the city and the Old Town. It is characterised by four wide, well lighted and new rooms. You can use free wifi, minifridge, private bathroom with shower, air conditioning, phon and tea pot. The structure is appropiate for families, couples, groups and disabled people.",Sin especificar,f,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""Smoke alarm"", ""Hot water"", ""Essentials"", ""Elevator"", ""32 inch HDTV with Netflix"", ""Self check-in"", ""Dedicated workspace"", ""Iron"", ""Extra pillows and blankets"", ""Keypad"", ""Breakfast"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Fire extinguisher"", ""Room-darkening shades"", ""Dishes and silverware"", ""Central air conditioning"", ""Free street parking"", ""Microwave"", ""Hair dryer"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Ethernet connection"", ""Long term stays allowed"", ""Single level home"", ""Crib""]",Sin especificar,t,17/09/2024,26/09/2023,15063049EXT0492,t,12360238.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,2.2,117.6,1.0,365.0,11,36,331,24.0,1.0,0.0,4.46,4.9,4.63,4.71,5.0,4.46,4.46,0.24
629,17/09/2024,"Affittacamere Funikuli Funikula camera ""Terra Mia""","The room ""Terra Mia"" is spacious and bright, equipped with all the comforts. You will have a private bathroom with shower, air conditioning, free wifi, hairdryer, kettle with herbal teas, mini fridge, LED TV, towels. Everything is completely new.","We are located on Corso Umberto Primo, one of the most important streets in Naples that connect the historic center to the central station district, reachable from the station in 5 minutes on foot but at the same time proceeding in the opposite direction to the station in ten minutes you reach the center of the decumani, in the middle of the historic center.<br />We would like to point out the proximity to the famous pizzeria ""da michele"" one of the most famous pizzerias in the world and also the proximity to the circumvesuviana station with which you can reach sites of tourist-naturalistic interest (Pompeii-sorrento-coast of Amalfi), and finally the convenience of finding everything really close to our structure.",https://a0.muscache.com/pictures/170646a8-213e-43a8-afcb-54dc72f958fb.jpg,Marianna,11/04/2016,"FunikulÃ¬ FunikulÃ  is a modern B&B in a vintage structure. It is located in a central place, near the central station, the centre of the city and the Old Town. It is characterised by four wide, well lighted and new rooms. You can use free wifi, minifridge, private bathroom with shower, air conditioning, phon and tea pot. The structure is appropiate for families, couples, groups and disabled people.",Sin especificar,f,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""Smoke alarm"", ""Hot water"", ""Smoking allowed"", ""Essentials"", ""Elevator"", ""32 inch HDTV with Netflix"", ""Coffee maker"", ""Self check-in"", ""Cooking basics"", ""Dedicated workspace"", ""Washer"", ""Iron"", ""Extra pillows and blankets"", ""Keypad"", ""Breakfast"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Fire extinguisher"", ""Room-darkening shades"", ""Dishes and silverware"", ""Central air conditioning"", ""Beach access \u2013 Beachfront"", ""Free street parking"", ""Microwave"", ""Hair dryer"", ""Shampoo"", ""Wifi"", ""Bed linens"", ""Ethernet connection"", ""Long term stays allowed"", ""First aid kit"", ""Crib""]",Sin especificar,t,17/09/2024,02/10/2023,15063049EXT0492,t,12360962.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,2.2,117.6,1.0,365.0,4,31,329,20.0,1.0,0.0,4.4,4.9,4.9,4.65,5.0,4.3,4.8,0.2
630,17/09/2024,"Affittacamere Funikuli Funikula  Tripla ""Napul Ã¨""","The ""Napul is"" room is spacious and bright, equipped with all the comforts. You will have a private bathroom suitable for the disabled, air conditioning, free wifi, hairdryer, kettle with infusions and balcony overlooking the Umberto I.","We are located on Corso Umberto Primo, one of the most important streets in Naples that connect the historic centre to the central station district, reachable from the station in 5 minutes on foot but at the same time proceeding in the opposite direction to the station in ten minutes you reach the centre of the Decumani, in the historic centre.<br />We would like to point out the proximity to the famous pizzeria ""da michele"" one of the most famous pizzerias in the world and also the proximity to the circumvesuviana station with which you can reach sites of tourist-naturalistic interest (Pompeii-sorrento-coast of Amalfi), and finally the convenience of finding everything really close to our structure.",https://a0.muscache.com/pictures/d34f0bf3-30d1-4a23-9df5-58218a498447.jpg,Marianna,11/04/2016,"FunikulÃ¬ FunikulÃ  is a modern B&B in a vintage structure. It is located in a central place, near the central station, the centre of the city and the Old Town. It is characterised by four wide, well lighted and new rooms. You can use free wifi, minifridge, private bathroom with shower, air conditioning, phon and tea pot. The structure is appropiate for families, couples, groups and disabled people.",Sin especificar,f,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""Smoke alarm"", ""Hot water"", ""Mini fridge"", ""Laundromat nearby"", ""Safe"", ""Essentials"", ""Elevator"", ""32 inch HDTV with Netflix"", ""Self check-in"", ""Dedicated workspace"", ""Iron"", ""Extra pillows and blankets"", ""Cleaning products"", ""Keypad"", ""Breakfast"", ""Carbon monoxide alarm"", ""Bidet"", ""Pack \u2019n play/Travel crib"", ""Body soap"", ""Heating"", ""Fire extinguisher"", ""Room-darkening shades"", ""Portable fans"", ""Dishes and silverware"", ""Central air conditioning"", ""Free street parking"", ""Hot water kettle"", ""Paid parking garage off premises"", ""Microwave"", ""Hair dryer"", ""Shampoo"", ""Hangers"", ""Private patio or balcony"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Ethernet connection"", ""Long term stays allowed"", ""Children\u2019s dinnerware"", ""Shower gel"", ""Single level home"", ""First aid kit"", ""Toaster"", ""Crib""]",Sin especificar,t,17/09/2024,15/10/2023,15063049EXT0492,t,12361213.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,2.2,117.6,1.0,365.0,8,32,317,16.0,1.0,0.0,4.8,4.69,4.5,4.75,5.0,4.31,4.56,0.16
635,17/09/2024,B&B Federico II matrimoniale deluxe 2,"My place is close to art and culture, restaurants, Porto, Central Station, Metro Station You'll love my place because it's the comfort of the bed, the high ceilings, Breakfast, the ability to walk to major monuments and cultural sites. My accommodation is suitable for couples, solo adventurers and business travellers.",Sin especificar,https://a0.muscache.com/pictures/a9a824b3-e410-4d60-a0eb-d5864104e6e1.jpg,Federica,22/05/2016,Sin especificar,Sin especificar,f,"['email', 'phone']",t,t,Sin especificar,Room in bed and breakfast,Hotel room,1 bath,"[""TV"", ""Smart lock"", ""Breakfast"", ""Heating"", ""Essentials"", ""Shampoo"", ""Elevator"", ""Hangers"", ""Wifi"", ""Self check-in"", ""Air conditioning"", ""Crib"", ""Hair dryer""]",Sin especificar,t,17/09/2024,20/03/2022,Sin especificar,t,13894783.0,1.0,0.9,4.0,4.0,2.0,1.0,1.0,1.0,103.0,1.0,200.5,3,17,286,34.0,0.0,0.0,4.85,4.97,5.0,5.0,4.91,4.82,5.0,0.34
636,17/09/2024,B&B Federico II deluxe letti aggiunti 2,"My place is close to art and culture, restaurants, Central Station, Porto, Metro Station You'll love my place because of these reasons: the comfort of the bed, the high ceilings, the intimacy, breakfast, the possibility of arriving in a few minutes on foot to the main monuments of the city, is equipped with all the main comforts. My place is good for couples, sole adventurers, business travelers, and families (with kids).",Sin especificar,https://a0.muscache.com/pictures/351155be-b3ce-447d-87ad-399c846dfb91.jpg,Federica,22/05/2016,Sin especificar,Sin especificar,f,"['email', 'phone']",t,t,Sin especificar,Room in bed and breakfast,Hotel room,1 private bath,"[""TV"", ""Smart lock"", ""Breakfast"", ""Heating"", ""Essentials"", ""Shampoo"", ""Elevator"", ""Wifi"", ""Self check-in"", ""Air conditioning"", ""Crib"", ""Hair dryer""]",Sin especificar,t,17/09/2024,Sin especificar,Sin especificar,t,13894992.0,1.0,0.9,4.0,4.0,4.0,1.0,1.0,3.0,160.0,1.0,200.5,8,24,303,0.0,0.0,0.0,4.7,4.9,4.9,4.9,5.0,4.8,4.8,0.9
657,17/09/2024,Appartamento 40 mq con bagno e cucina in centro .,"Located in via toledo 320, the b&b ToledoStation is strategically located in the heart of Neapolitan culture, art and shopping.<br />All rooms have en-suite bathrooms and private balconies,air conditioning and plasma TVs,mini fridges and free Wi-Fi close to restaurants, family activities, beaches and nightlife. My place is good for couples, solo adventurers,  families (with kids), big groups, and furry friends.","IT'S the BEST NEIGHBORHOOD IN NAPLES!<br /><br />Nestled in the main artery of Naples Centre, the b&b ToledoStation occupies a strategic position in the street that since the 16th century has been the heart of Neapolitan culture, art and shopping.<br />All rooms have en-suite bathrooms, air conditioning, independent heating, mini fridge, plasma TV,and private balcony.<br />Within the property are available to guests, free of charge, 24 hours a day : coffee, tea, cookies, milk, yogurt and fruit juices.<br />The morning breakfast (without time limits) can be consumed in the room on request or in one of the four partner bars where you can taste the legendary ""sfogliatella""!<br />Services include:<br />Private transfer from the airport (for a fee) 24-hour parking (at 25 m) (for a fee) Reservation center: restaurants, theaters, football tickets, events, exhibitions, sightseeing tours by kayak, boat and bike.<br />The Toledostation bed & breakfast is designed to allow its guests a trip in th",https://a0.muscache.com/pictures/7eae130e-4897-47e2-9d6f-465c87f771a2.jpg,Fabrizio,20/05/2013,"Immerso nell'arteria principale di Napoli, il b&b ToledoStation occupa una posizione strategica nella via che giÃ  dal XVI secolo Ã© cuore della cultura, dell'arte e dello shopping napoletano.
Tutte le stanze sono dotate di bagno in camera e di balconcino privato, da cui Ã© possibile ammirare i caratteristici vicoli di Napoli, che si estendono sino ai piedi della Certosa di San Martino.
",within an hour,f,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""Hot water"", ""Smoking allowed"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Coffee maker"", ""Washer"", ""Iron"", ""Extra pillows and blankets"", ""Dryer"", ""Heating"", ""Children\u2019s books and toys"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Free street parking"", ""Microwave"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Dishwasher"", ""Host greets you"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Refrigerator"", ""Air conditioning"", ""Bed linens"", ""Pets allowed"", ""TV"", ""Long term stays allowed"", ""Shower gel"", ""Paid parking off premises"", ""Crib""]",Sin especificar,t,17/09/2024,16/01/2022,Sin especificar,f,14240517.0,1.0,1.0,10.0,10.0,6.0,1.0,1.0,2.2,117.6,1.5,60.0,29,59,364,2.0,0.0,0.0,4.5,5.0,4.9,5.0,5.0,5.0,5.0,0.05
661,17/09/2024,Toledostation b&b- Napoli centro- Via toledo - 5,"Located in via toledo 320, the b&b ToledoStation is strategically located in the heart of Neapolitan culture, art and shopping.<br />All rooms have en-suite bathrooms and private balconies,air conditioning and plasma TVs,mini fridges and free Wi-Fi close to restaurants, family activities, beaches and nightlife. My place is good for couples, sole adventurers,  families (with kids), large groups, and furry friends (pets).","IT IS ABSOLUTELY THE BEST NEIGHBORHOOD IN NAPLES!<br /><br />Immersed in the main artery of Naples Centro, the b&b ToledoStation occupies a strategic position in the street that since the sixteenth century is the heart of Neapolitan culture, art and shopping.<br />All rooms are equipped with en-suite bathroom, air conditioning, independent heating, mini fridge, plasma TV,and private balcony.<br />Within the structure are available to guests, free of charge, 24 hours a day : coffee, tea, biscuits, milk, yogurt and fruit juices.<br />The morning breakfast (without time limits) can be eaten in the room on request or in one of the four bar conventions where you can taste the mythical ""sfogliatella""!<br />Services include:<br />Private transfer from the airport (for a fee) 24-hour car park (25 m away) (for a fee) Reservation centre: restaurants, theatres, football tickets, events, exhibitions, kayak tours, boat tours and bike tours.<br />The Toledostation bed & breakfast is designed to allo",https://a0.muscache.com/pictures/4397d61d-4893-4517-be6f-4c4f6123927a.jpg,Fabrizio,20/05/2013,"Immerso nell'arteria principale di Napoli, il b&b ToledoStation occupa una posizione strategica nella via che giÃ  dal XVI secolo Ã© cuore della cultura, dell'arte e dello shopping napoletano.
Tutte le stanze sono dotate di bagno in camera e di balconcino privato, da cui Ã© possibile ammirare i caratteristici vicoli di Napoli, che si estendono sino ai piedi della Certosa di San Martino.
",within an hour,f,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""Hot water"", ""Smoking allowed"", ""Essentials"", ""Elevator"", ""Coffee maker"", ""Self check-in"", ""Washer"", ""Iron"", ""Dryer"", ""Breakfast"", ""Heating"", ""Dishes and silverware"", ""Microwave"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Refrigerator"", ""Pets allowed"", ""TV"", ""Long term stays allowed"", ""Paid parking off premises"", ""Building staff""]",Sin especificar,t,17/09/2024,28/08/2022,Sin especificar,f,14240672.0,1.0,1.0,10.0,10.0,4.0,1.0,2.0,2.2,117.6,1.5,101.0,30,60,365,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.07
662,17/09/2024,Stanza con bagno e cucina privata in pieno centro.,"Located in via toledo 320, the b&b ToledoStation is strategically located in the heart of Neapolitan culture, art and shopping.<br />All rooms have en-suite bathrooms and private balconies,air conditioning and plasma TVs,mini fridges and free Wi-Fi close to restaurants, family activities, beaches and nightlife. My place is good for couples, solo adventurers,  families (with kids), large groups, and furry friends (pets).","IT'S the BEST NEIGHBORHOOD IN NAPLES!<br /><br />Nestled in the main artery of Naples Centre, the b&b ToledoStation occupies a strategic position in the street that since the 16th century has been the heart of Neapolitan culture, art and shopping.<br />All rooms have en-suite bathrooms, air conditioning, independent heating, mini fridge, plasma TV,and private balcony.<br />Within the property are available to guests, free of charge, 24 hours a day : coffee, tea, cookies, milk, yogurt and fruit juices.<br />The morning breakfast (without time limits) can be consumed in the room on request or in one of the four partner bars where you can taste the legendary ""sfogliatella""!<br />Services include:<br />Private transfer from the airport (for a fee) 24-hour parking (at 25 m) (for a fee) Reservation center: restaurants, theaters, football tickets, events, exhibitions, sightseeing tours by kayak, boat and bike.<br />The Toledostation bed & breakfast is designed to allow its guests a trip in th",https://a0.muscache.com/pictures/5beadc21-7590-4629-9acc-1fc2bbf2f073.jpg,Fabrizio,20/05/2013,"Immerso nell'arteria principale di Napoli, il b&b ToledoStation occupa una posizione strategica nella via che giÃ  dal XVI secolo Ã© cuore della cultura, dell'arte e dello shopping napoletano.
Tutte le stanze sono dotate di bagno in camera e di balconcino privato, da cui Ã© possibile ammirare i caratteristici vicoli di Napoli, che si estendono sino ai piedi della Certosa di San Martino.
",within an hour,f,"['email', 'phone']",t,t,"Napoli, Campania, Italy",Room in bed and breakfast,Hotel room,1 private bath,"[""Hot water"", ""Smoking allowed"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Cooking basics"", ""Washer"", ""Iron"", ""Extra pillows and blankets"", ""Waterfront"", ""Heating"", ""Microwave"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Host greets you"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Refrigerator"", ""Air conditioning"", ""Bed linens"", ""Pets allowed"", ""TV"", ""Shower gel"", ""Paid parking off premises""]",Sin especificar,t,17/09/2024,Sin especificar,Sin especificar,f,14240897.0,1.0,1.0,10.0,10.0,4.0,1.0,1.0,2.2,117.6,1.5,60.0,29,59,364,0.0,0.0,0.0,4.7,4.9,4.9,4.9,5.0,4.8,4.8,0.9
753,17/09/2024,B&B La Casa di Bruno camera standard,"In the historic center of Naples, just a stone's throw from the headquarters of Federico II University and the port, inside the Ancient Borgo Orefici, is our B&B.<br />the apartment on the top of an ancient palace.<br />It has private bathrooms, private wardrobe room, air conditioning, free wi-fi and TV.<br />Hospitality and availability are our strengths that combined with the tranquility and comfort of the rooms,",Sin especificar,https://a0.muscache.com/pictures/b772b996-c8e9-4b6b-9a28-b7b6408756f7.jpg,Giuseppe,17/01/2013,Sin especificar,Sin especificar,f,"['email', 'phone']",t,t,Sin especificar,Room in bed and breakfast,Hotel room,1 private bath,"[""Smoking allowed"", ""Essentials"", ""Elevator"", ""Extra pillows and blankets"", ""Breakfast"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Air conditioning"", ""Bed linens"", ""TV"", ""Long term stays allowed"", ""Paid parking off premises"", ""First aid kit""]",Sin especificar,t,17/09/2024,29/09/2023,Sin especificar,t,15477643.0,1.0,0.9,3.0,4.0,2.0,1.0,1.0,1.0,135.0,1.0,30.0,6,22,299,3.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05
